Id,Title,Lat,Lng,Categories,Address,Website,Tel,SourceImage,Region
mdcl_3366506,"Sungsam Medical Foundation, Miz Medi Hospital (성삼의료재단미즈메디병원)",37.5522366912,126.8358705393,Clinic,"295 Gangseo-ro, Gangseo-gu, Seoul (07639)",,,,
mdcl_3366193,Syncverse (주식회사 싱크버스),37.6211940583,126.9196498398,Clinic,"(B103, Bethel Building), 875 Tongil-ro, Eunpyeong-gu, Seoul (03329)",,,,
mdcl_3574535,THE RIVER DEMATOLOGY (더리버피부과의원),37.5354231146,126.8995207648,Clinic,"6th Floor, 68 Yangpyeong-ro, Yeongdeungpo-gu, Seoul (07222)",,,,
mdcl_3549040,THE WELL SAEM HOSPITAL OF KOREAN MEDICINE (더웰샘한방병원),37.4760869608,126.9776930947,Clinic,"4th, 6th Floors, Hanil Plaza, 7 Namhyeon-gil (Namhyeon-dong), Gwanak-gu, Seoul (08806)",,,,
mdcl_3364700,Thank You Korean Medicine Clinic (고마워한의원),35.1370201197,129.0983472266,Clinic,"(#505, Sewoong Building), 295 Suyeong-ro, Nam-gu, Busan (48434)",,,,
mdcl_3365967,The 3.0 Clinic (더3.0피부과의원),37.5234184681,127.0274566711,Clinic,"(4th Floor, Cham Building, Sinsa-dong), 48 Apgujeong-ro 28-gil, Gangnam-gu, Seoul (06031)",,,,
mdcl_3367054,The Catholic Univ. of Kroea Incheon ST.Mary's Hospital (가톨릭대학교 인천성모병원),37.4852786131,126.7248797595,Clinic,"56 Dongsu-ro, Bupyeong-gu, Incheon (21431)",,,,
mdcl_3548179,The Catholic University of Korea Bucheon St. Mary’s Hospital (가톨릭대학교 부천성모병원),37.4873351510,126.7937373126,Clinic,"327 Sosa-ro, Wonmi-gu, Bucheon-si, Gyeonggi-do (14647)",,,,
mdcl_3466682,The Catholic University of Korea Seoul St. Mary's Hospital  (가톨릭대학교 서울성모병원),37.4996902526,127.0043094496,Clinic,"222 Banpo-daero, Seocho-gu, Seoul (06591)",,,,
mdcl_3364983,"The Catholic University of Korea, Yeouido St. Mary's Hospital (가톨릭대학교 여의도성모병원)",37.5181452204,126.9360734763,Clinic,"(Yeouido-dong), 10 63-ro, Yeongdeungpo-gu, Seoul (07345)",,,,
mdcl_3364757,The Clim Clinic (더끌림산부인과의원),37.5610049857,126.9838790209,Clinic,"(12th Floor, 2431 Building),109 Toegye-ro, Jung-gu, Seoul (04536)",,,,
mdcl_3539891,The First Skin Clinic (더퍼스트피부과의원 부산본점),35.2342271037,129.0133325186,Clinic,"#702–704, 287 Geumgok-daero, Buk-gu, Busan (46526)",,,,
mdcl_3366265,Topface Plastic Surgery (탑페이스성형외과의원),37.5240934132,127.0287620889,Clinic,"(4th Floor, Apgujeong Building), 842 Nonhyeon-ro, Gangnam-gu, Seoul (06025)",,,,
mdcl_3575408,Toxnfill Clinic (톡스앤필의원 강남),37.4996128797,127.0263546669,Clinic,"10th–11th Floors, Daedong Building, 415 Gangnam-daero, Seocho-gu, Seoul (06614)",,,,
mdcl_3467319,Trinity Women's Clinic (트리니티여성의원),37.5162441789,127.0206713808,Clinic,"3F, 108 Dosan-daero, Gangnam-gu, Seoul (06038)",,,,
mdcl_3441533,Trium House (주식회사 트리움하우스),37.4123915581,127.1315920088,Clinic,"2F, Na-dong, 13-8 Jangmi-ro 92beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do (13505)",,,,
mdcl_3364883,Trueman Clinic (트루맨남성의원),37.4981130564,127.0265213615,Clinic,"(7th Floor, Ara Tower), 3 Seocho-daero 77-gil, Seocho-gu, Seoul (06615)",,,,
mdcl_3366468,VIP Plastic Surgery (VIP성형외과),33.4894754142,126.4909845373,Clinic,"(3rd Floor), 46 Eunnam 1-gil, Jeju-si, Jeju-do (63124)",,,,
mdcl_3365081,Verygood Plastic Surgery (베리굿성형외과의원),37.4996073141,127.0257686102,Clinic,"(8th-9th Floors, Block 77), 17 Seocho-daero 77-gil, Seocho-gu, Seoul (06614)",,,,
mdcl_3364779,View Plastic Surgery (뷰성형외과),37.5050705620,127.0254101547,Clinic,"107 Bongeunsa-ro, Gangnam-gu, Seoul (06120)",,,,
mdcl_3539958,WENERD Corp. (주식회사 위너드),37.5590677414,126.9080443215,Clinic,"#201, Saul Building, 21 Seongmisan-ro 1-gil, Mapo-gu, Seoul (03971)",,,,
mdcl_3453344,WIZ & MI Clinic (위즈앤미의원),37.5647851014,126.9838705814,Clinic,"#401-#403, 21 Myeongdong 7-gil, Jung-gu, Seoul (04534)",,,,
mdcl_3467329,WOOA Plastic Surgery (우아성형외과의원),37.5062592900,127.0241296820,Clinic,"492 Gangnam-daero, Gangnam-gu, Seoul (06119)",,,,
mdcl_3575249,WOORIDUL SPINE HOSPITAL (우리들병원),37.5191499175,127.0495964432,Clinic,"445 Hakdong-ro, Gangnam-gu, Seoul (06068)",,,,
mdcl_3365654,We Hospital (WE병원),33.2861082705,126.4442681743,Clinic,"453-95 1100-ro, Seogwipo-si, Jeju-do (63551)",,,,
mdcl_3366158,We Trip Korea ((주)우리클럽관광개발),37.5452284392,126.9503158589,Clinic,"(101-1204, Lotte Castle President), 467 Gongdeok-dong, Mapo-gu, Seoul (04146)",,,,
mdcl_3364935,Wonjin Plastic Surgery (원진성형외과의원),37.4998545157,127.0262268942,Clinic,"(12th-18th Floors, Pagoda Tower), 419 Gangnam-daero, Seocho-gu, Seoul (06614)",,,,
mdcl_3447081,Wonju Severance Christian Hospital (연세대학교 원주세브란스기독병원),37.3490693585,127.9468311240,Clinic,"20 Ilsan-ro, Wonju-si, Gangwon-do (26426)",,,,
mdcl_3365977,Wonkwang University Hospital (원광대학교병원),35.9639828466,126.9582581162,Clinic,"895 Muwang-ro, Iksan-si, Jeonbuk-do (54538)",,,,
mdcl_3364920,Woo Joo Yon Clinic (우주연한의원),37.5830941296,126.9863503920,Clinic,"(2nd Floor, Hanok), 41 Bukchon-ro 12-gil, Jongno-gu, Seoul (03056)",,,,
mdcl_3364645,Wowvos ((주)와우보스),37.5024106311,126.7629813619,Clinic,"(4th Floor, Buil Building), 135 Sohyang-ro, Bucheon-si, Gyeonggi-do (14547)",,,,
mdcl_3539724,YH Korea Inc. (와이에이치코리아 주식회사),37.5338740369,126.6285733053,Clinic,"#2211, Cheongna Cube Signature 1st Officetel, 10 Cheongna hannae-ro 100beon-gil, Seohae-gu, Incheon (22758)",,,,
mdcl_3562418,YONSEI HEAL DENTAL CLINIC (연세힐치과의원),37.5463123815,126.8359845849,Clinic,"1st–2nd Floor, Ujangsan Harrington Tower, 231 Gangseo-ro, Gangseo-gu, Seoul (07705)",,,,
mdcl_3562464,YOU&I Clinic Daegu (유앤아이의원 대구점),35.8685812303,128.5940128393,Clinic,"3rd Floor, Hyundai Building, 398 Jungang-daero, Jung-gu, Daegu (41937)",,,,
mdcl_3562610,YOU&I Clinic Jamsil (유앤아이의원 잠실점),37.5123821225,127.0976311526,Clinic,"3rd Floor, Lotte World Wellbeing Center, 240 Olympic-ro, Songpa-gu, Seoul (05554)",,,,
mdcl_3562681,YOU&I Clinic Kundae (유앤아이의원 건대점),37.5411810221,127.0679441480,Clinic,"2nd Floor, 219 Achasan-ro, Gwangjin-gu, Seoul (05019)",,,,
mdcl_3562474,YOU&I Clinic Myeongdong (유앤아이의원 명동점),37.5642379283,126.9830206742,Clinic,"#F301, 3rd Floor, Timewalk Myeong-dong Building, 78 Namdaemun-ro, Jung-gu, Seoul (04534)",,,,
mdcl_3562585,YOU&I Clinic Wangsimni (유앤아이의원 왕십리점),37.5617808002,127.0342577423,Clinic,"2nd–3rd Floor, Handong Tower, 315 Wangsimni-ro, Seongdong-gu, Seou (04715)",,,,
mdcl_3539998,YallaKOREA (얄라코리아),37.5704592339,126.9722575901,Clinic,"#700, The Salvation Army Building, 69 Saemunan-ro, Jongno-gu, Seoul (03175)",,,,
mdcl_3366062,Yeon-San Dangdang Korean Medicine Hospital (연산당당한방병원),35.1818398361,129.0840028018,Clinic,"82 World cup-daero, Yeonje-gu, Busan (47580)",,,,
mdcl_3447019,Yeson Voice Center (예송이비인후과 음성센터),37.5235715870,127.0474298483,Clinic,"773 Samseong-ro, Gangnam-gu, Seoul (06062)",,,,
mdcl_3574999,Yonsei GoodDay Dental Clinic (연세굿데이치과의원 수서점),37.4881628110,127.1031202287,Clinic,"2nd Floor, Suseo Office Building, 281 Gwangpyeong-ro, Gangnam-gu, Seoul (06349)",,,,
mdcl_3591216,Yonsei GoodDay Dental Clinic Yangjae Office (연세굿데이치과의원 양재점),37.4827122461,127.0365319967,Clinic,"5th–6th Floors, 206 Gangnam-daero, Seocho-gu, Seoul (06743)",,,,
mdcl_3563108,Yonsei University Dental Hospital (연세대학교 치과대학병원),37.5603598026,126.9384859539,Clinic,"50-1 Yonsei-ro, Seodaemun-gu, Seoul (03722)",,,,
mdcl_3364593,You&I Clinic Gangnam (강남유앤아이의원),37.5044011894,127.0250713153,Clinic,"(5th-6th Floors, 808 Tower), 470 Gangnam-daero, Gangnam-gu, Seoul (06123)",,,,
mdcl_3364611,Youth Clinic (유스의원),37.5210641098,126.9240022713,Clinic,"(4th Floor, Islex), 108 Uisadang-daero, Yeongdeungpo-gu, Seoul (07322)",,,,
mdcl_3575462,Youus Tours (유어스투어),37.5586163066,126.8247435978,Clinic,"#912-913, Magok M-Signature, 20 Magokjungang 1-ro, Gangseo-gu, Seoul (07807)",,,,
mdcl_3574754,line-up dental hospital (라인업치과병원),35.1597306905,129.0563558132,Clinic,"3rd–4th Floors, 26 Seomyeonmunhwa-ro, Busanjin-gu, Busan (47256)",,,,
mdcl_3539944,"medicity Co., Ltd (주식회사 메디씨티)",37.6645446192,126.7669875552,Clinic,"#302, 43-55 Mugunghwa-ro, Ilsandong-gu, Goyang-si, Gyeonggi-do (10364)",,,,
